지점,일시,수온(°C)
22447,2013-05-04 7:00,13.4
22447,2013-05-04 21:00,13.6
22447,2013-05-04 22:00,13.7
22447,2013-05-05 5:00,13.5
22447,2013-05-05 6:00,13.5
22447,2013-05-05 22:00,14
22447,2013-05-05 23:00,13.9
22447,2013-05-06 3:00,13.8
22447,2013-05-06 4:00,13.8
22447,2013-05-06 22:00,14.1
22447,2013-05-07 1:00,14
22447,2013-05-07 2:00,13.8
22447,2013-05-07 8:00,14.2
22447,2013-05-08 0:00,14.2
22447,2013-05-08 1:00,14.2
22447,2013-05-08 2:00,14.1
22447,2013-05-08 7:00,14.4
22447,2013-05-08 23:00,14.4
22447,2013-05-09 2:00,14.2
22447,2013-05-09 7:00,14.6
22447,2013-05-12 21:00,15.1
22447,2013-05-13 22:00,15.4
22447,2013-05-14 1:00,15.1
22447,2013-05-14 3:00,15.1
22447,2013-05-14 4:00,15
22447,2013-05-14 5:00,15
22447,2013-05-15 20:00,15.9
22447,2013-05-16 1:00,15.7
22447,2013-05-16 2:00,15.6
22447,2013-05-16 4:00,15.5
22447,2013-05-16 23:00,16
22447,2013-05-17 0:00,16
22447,2013-05-17 1:00,15.9
22447,2013-05-17 23:00,16.1
22447,2013-05-18 0:00,16
22447,2013-05-18 1:00,16.1
22447,2013-05-21 4:00,16.2
22447,2013-05-21 6:00,16.1
22447,2013-05-21 21:00,16.5
22447,2013-05-22 4:00,16.5
22447,2013-05-22 6:00,16.5
22447,2013-05-23 3:00,16.7
22447,2013-05-23 4:00,16.6
22447,2013-05-23 6:00,16.6
22447,2013-05-24 4:00,17.4
22447,2013-06-13 13:00,19.9
22447,2013-06-23 17:00,20.7
22447,2013-07-09 0:00,21.4
22447,2013-07-18 0:00,23.6
22447,2013-07-28 23:00,24.2
22447,2013-08-08 15:00,25.7
22447,2013-08-14 3:00,25.7
22447,2013-08-18 11:00,26.6
22447,2013-08-21 13:00,26.4
22447,2013-08-23 20:00,25.5
22447,2013-09-02 19:00,24.5
22447,2013-09-06 19:00,23.5
22447,2013-09-08 4:00,22.6
22447,2013-12-04 16:00,12
22447,2013-12-28 11:00,8.2
22448,2013-01-15 2:00,6.8
22448,2013-01-16 13:00,6.3
22448,2013-01-18 10:00,6
22448,2013-01-24 5:00,6.2
22448,2013-01-24 7:00,6
22448,2013-01-29 0:00,6
22448,2013-02-02 9:00,6.8
22448,2013-02-03 14:00,6.5
22448,2013-02-08 12:00,6.5
22448,2013-02-15 18:00,6.7
22448,2013-02-21 14:00,6.1
22448,2013-03-02 2:00,6.7
22448,2013-03-06 23:00,7.1
22448,2013-07-16 12:00,23.7
22448,2013-10-26 7:00,19
22449,2013-01-09 20:00,9.7
22449,2013-01-14 5:00,9.3
22449,2013-01-18 12:00,9.3
22449,2013-01-18 13:00,9.4
22449,2013-01-19 2:00,9.3
22449,2013-01-19 17:00,9.7
22449,2013-01-20 21:00,9.8
22449,2013-01-20 22:00,9.7
22449,2013-01-20 23:00,9.6
22449,2013-01-21 12:00,9.7
22449,2013-01-21 13:00,9.7
22449,2013-01-22 17:00,9.4
22449,2013-01-23 9:00,9.5
22449,2013-01-24 3:00,9.2
22449,2013-01-25 2:00,9.4
22449,2013-01-25 3:00,9.3
22449,2013-01-28 4:00,9
22449,2013-01-28 15:00,9.1
22449,2013-01-31 7:00,9
22449,2013-02-02 0:00,9.4
22449,2013-02-03 4:00,9.7
22449,2013-02-06 20:00,9.3
22449,2013-02-06 21:00,9.5
22449,2013-02-10 1:00,9
22449,2013-02-12 8:00,8.6
22449,2013-02-14 18:00,8.8
22449,2013-02-17 0:00,8.8
22449,2013-02-17 1:00,8.7
22449,2013-02-17 3:00,9
22449,2013-02-17 23:00,8.9
22449,2013-02-18 11:00,9
22449,2013-02-18 19:00,9.4
22449,2013-02-21 1:00,8.3
22449,2013-02-21 2:00,8.4
22449,2013-02-21 3:00,8.3
22449,2013-02-21 15:00,8.5
22449,2013-02-22 17:00,8.2
22449,2013-02-23 20:00,8.2
22449,2013-02-23 21:00,8
22449,2013-02-24 9:00,8.7
22449,2013-02-26 2:00,8.8
22449,2013-02-27 11:00,9
22449,2013-02-28 5:00,8.7
22449,2013-02-28 17:00,8.9
22449,2013-02-28 23:00,9.2
22449,2013-03-01 11:00,9
22449,2013-03-01 23:00,8.9
22449,2013-03-05 6:00,9.2
22449,2013-03-06 0:00,9
22449,2013-03-06 7:00,9.3
22449,2013-03-06 8:00,9.2
22449,2013-03-09 5:00,9.3
22449,2013-03-09 11:00,9.6
22449,2013-03-11 8:00,9.3
22449,2013-03-12 15:00,9.8
22449,2013-03-13 1:00,9.8
22449,2013-03-13 22:00,9.8
22449,2013-03-15 5:00,9.9
22449,2013-03-16 11:00,9.9
22449,2013-03-16 12:00,10.1
22449,2013-03-17 19:00,10.3
22449,2013-03-17 22:00,10.2
22449,2013-03-22 7:00,10.1
22449,2013-03-22 8:00,10.2
22449,2013-03-22 9:00,10.3
22449,2013-03-22 10:00,10.3
22449,2013-03-22 11:00,10.5
22449,2013-03-30 23:00,10.5
22449,2013-04-03 19:00,10.7
22449,2013-04-03 20:00,10.7
22449,2013-04-05 5:00,10.8
22449,2013-04-05 7:00,10.9
22449,2013-04-06 9:00,11
22449,2013-04-06 13:00,10.9
22449,2013-04-07 21:00,10.8
22449,2013-04-09 15:00,10.9
22449,2013-04-09 18:00,10.9
22449,2013-04-17 14:00,12
22449,2013-04-18 8:00,12
22449,2013-04-18 9:00,12
22449,2013-04-19 3:00,11.9
22449,2013-04-19 6:00,11.9
22449,2013-04-19 7:00,12
22449,2013-04-19 19:00,12
22449,2013-04-20 11:00,12
22449,2013-04-22 14:00,12.2
22449,2013-04-23 7:00,12.1
22449,2013-04-27 15:00,12.4
22449,2013-04-27 16:00,12.4
22449,2013-04-29 14:00,12.6
22449,2013-04-29 15:00,12.6
22449,2013-05-01 7:00,12.6
22449,2013-05-02 1:00,12.8
22449,2013-05-02 22:00,13
22449,2013-05-04 7:00,13.1
22449,2013-05-04 8:00,13.1
22449,2013-05-04 9:00,13.1
22449,2013-05-06 1:00,13.3
22449,2013-05-07 10:00,13.5
22449,2013-05-08 2:00,13.6
22449,2013-05-08 20:00,13.7
22449,2013-05-09 22:00,13.8
22449,2013-05-10 9:00,14
22449,2013-05-10 10:00,14
22449,2013-05-11 22:00,14
22449,2013-05-12 5:00,14.2
22449,2013-05-12 17:00,14.4
22449,2013-05-14 6:00,14.4
22449,2013-05-15 0:00,14.4
22449,2013-05-16 1:00,14.7
22449,2013-05-16 16:00,14.9
22449,2013-05-16 17:00,14.7
22449,2013-05-16 18:00,14.8
22449,2013-05-16 19:00,14.9
22449,2013-05-18 3:00,15
22449,2013-05-18 22:00,15.1
22449,2013-05-18 23:00,15.2
22449,2013-05-23 10:00,15.4
22449,2013-05-30 0:00,16.5
22449,2013-06-02 6:00,16.6
22449,2013-06-04 8:00,16.8
22449,2013-06-04 9:00,16.8
22449,2013-06-04 13:00,17
22449,2013-06-08 3:00,17
22449,2013-06-09 11:00,17.2
22449,2013-06-13 17:00,17.8
22449,2013-06-15 15:00,17.9
22449,2013-06-16 0:00,17.9
22449,2013-06-16 1:00,17.9
22449,2013-06-16 3:00,17.9
22449,2013-06-16 4:00,17.6
22449,2013-06-16 5:00,17.8
22449,2013-06-18 7:00,18.1
22449,2013-06-19 2:00,18.1
22449,2013-06-19 3:00,18.2
22449,2013-06-20 22:00,18.3
22449,2013-06-21 4:00,18.3
22449,2013-06-30 22:00,18.5
22449,2013-06-30 23:00,18.5
22449,2013-07-01 17:00,18.7
22449,2013-07-02 11:00,18.5
22449,2013-07-02 13:00,18.6
22449,2013-07-05 16:00,19
22449,2013-07-05 17:00,19
22449,2013-07-06 13:00,18.9
22449,2013-07-08 1:00,18.5
22449,2013-07-08 20:00,19.4
22449,2013-07-08 21:00,19.2
22449,2013-07-09 15:00,18.8
22449,2013-07-09 22:00,18.4
22449,2013-07-11 5:00,19
22449,2013-07-13 15:00,18.4
22449,2013-07-15 6:00,18.7
22449,2013-07-16 3:00,19
22449,2013-07-16 20:00,19
22449,2013-07-16 21:00,19.1
22449,2013-07-17 0:00,19.5
22449,2013-07-17 15:00,20.5
22449,2013-07-17 16:00,20.6
22449,2013-07-18 11:00,19.7
22449,2013-07-20 18:00,20.7
22449,2013-07-20 19:00,19.5
22449,2013-07-23 7:00,20.7
22449,2013-07-27 10:00,20.1
22449,2013-07-28 0:00,20.2
22449,2013-08-01 18:00,21.1
22449,2013-08-01 19:00,19.7
22449,2013-08-02 13:00,20.9
22449,2013-08-02 14:00,21.1
22449,2013-08-02 15:00,22.1
22449,2013-08-03 7:00,21
22449,2013-08-04 20:00,21.2
22449,2013-08-05 15:00,22.6
22449,2013-08-06 7:00,21.5
22449,2013-08-10 11:00,21.6
22449,2013-08-12 0:00,20.4
22449,2013-08-16 0:00,20.7
22449,2013-08-16 13:00,21.7
22449,2013-08-17 14:00,21.2
22449,2013-08-19 10:00,20.5
22449,2013-08-23 2:00,19.8
22449,2013-08-23 3:00,19.9
22449,2013-08-24 16:00,20.5
22449,2013-08-26 12:00,20.6
22449,2013-08-28 9:00,20.5
22449,2013-08-28 18:00,20.3
22449,2013-08-28 19:00,20.2
22449,2013-08-29 13:00,20.9
22449,2013-08-29 17:00,20.2
22449,2013-08-30 10:00,20.7
22449,2013-08-31 1:00,20.4
22449,2013-08-31 21:00,20.2
22449,2013-09-01 15:00,22.1
22449,2013-09-03 8:00,21.5
22449,2013-09-03 23:00,19.9
22449,2013-09-05 15:00,19.9
22449,2013-09-07 9:00,20.1
22449,2013-09-08 22:00,20.2
22449,2013-09-13 1:00,20.2
22449,2013-09-13 2:00,20.2
22449,2013-09-13 18:00,20.2
22449,2013-09-15 11:00,20.4
22449,2013-09-20 9:00,20.6
22449,2013-09-21 3:00,19.6
22449,2013-09-23 9:00,20.4
22449,2013-09-25 5:00,21.1
22449,2013-09-26 21:00,20.8
22449,2013-10-09 7:00,18.4
22449,2013-10-09 8:00,18.6
22449,2013-10-09 9:00,18.7
22449,2013-11-12 23:00,16.1
22449,2013-12-11 2:00,14.5
22450,2013-01-20 20:00,9.7
22450,2013-02-08 11:00,9.8
22450,2013-03-07 19:00,9.9
22450,2013-03-10 2:00,10.6
22450,2013-03-28 10:00,13.1
22450,2013-03-29 20:00,13.7
22450,2013-05-12 13:00,19.3
22450,2013-05-16 19:00,19.1
22450,2013-05-21 10:00,20.8
22450,2013-05-25 9:00,23.2
22450,2013-05-31 4:00,18.6
22450,2013-06-08 23:00,20
22450,2013-06-09 4:00,19.8
22450,2013-06-20 20:00,20.5
22450,2013-07-04 7:00,22.6
22450,2013-07-08 22:00,21.9
22450,2013-07-09 1:00,22.9
22450,2013-07-13 7:00,23.5
22450,2013-07-26 7:00,22.8
22450,2013-08-03 6:00,24.1
22450,2013-09-23 1:00,25
22450,2013-09-24 14:00,24.9
22450,2013-09-25 8:00,24.7
22450,2013-09-30 0:00,24
22450,2013-10-07 19:00,23.2
22450,2013-10-14 20:00,22.8
22450,2013-10-24 17:00,21.5
22451,2013-06-24 23:00,24.7
22451,2013-11-08 8:00,16.5
22452,2013-01-02 19:00,13.6
22452,2013-01-10 5:00,13.4
22452,2013-01-20 18:00,14.9
22452,2013-01-21 0:00,14.4
22452,2013-01-26 0:00,12.1
22452,2013-02-25 20:00,14
22452,2013-03-29 20:00,12.6
22452,2013-04-03 13:00,13.5
22452,2013-04-08 3:00,12.4
22452,2013-04-19 20:00,14.8
22452,2013-05-20 15:00,17.5
22452,2013-07-04 20:00,16
22452,2013-07-17 11:00,16.5
22452,2013-07-18 5:00,18
22452,2013-08-28 14:00,27.6
22453,2013-06-01 8:00,15.5
22453,2013-06-21 20:00,20.2
22453,2013-07-07 14:00,14.3
22453,2013-07-19 6:00,23.3
22453,2013-08-02 15:00,26.7
22453,2013-08-24 2:00,25.5
22453,2013-10-20 21:00,22.8
22453,2013-11-04 21:00,22.5
22453,2013-11-13 12:00,18.4
22453,2013-11-15 16:00,19.3
22453,2013-11-16 18:00,21.5
22453,2013-12-03 16:00,17.5
22453,2013-12-05 12:00,17
22453,2013-12-07 10:00,16.5
22453,2013-12-26 14:00,14.5
22453,2013-12-30 4:00,14
22454,2013-01-05 8:00,13.3
22454,2013-01-07 4:00,14.6
22454,2013-01-10 9:00,13.6
22454,2013-01-17 13:00,14.8
22454,2013-01-28 1:00,12.6
22454,2013-02-07 19:00,13
22454,2013-02-12 20:00,12.8
22454,2013-02-12 23:00,12.9
22454,2013-02-13 2:00,12.7
22454,2013-02-13 16:00,12.7
22454,2013-02-14 4:00,12.4
22454,2013-02-14 8:00,12.8
22454,2013-02-14 21:00,13.3
22454,2013-02-15 7:00,14.1
22454,2013-02-15 8:00,12.9
22454,2013-02-15 9:00,12.8
22454,2013-02-15 10:00,12.9
22454,2013-02-15 11:00,12.9
22454,2013-02-16 2:00,12.4
22454,2013-02-16 6:00,12.1
22454,2013-02-16 7:00,12.1
22454,2013-02-16 8:00,12.1
22454,2013-02-17 3:00,12.6
22454,2013-02-17 4:00,12.5
22454,2013-02-17 5:00,11.9
22454,2013-02-17 6:00,11.8
22454,2013-02-17 7:00,11.8
22454,2013-02-18 1:00,12.1
22454,2013-02-18 20:00,11.7
22454,2013-02-19 5:00,11.9
22454,2013-02-19 6:00,11.9
22454,2013-02-19 9:00,11.8
22454,2013-02-19 19:00,12.1
22454,2013-02-19 20:00,11.6
22454,2013-02-19 22:00,11.8
22454,2013-02-20 10:00,11.7
22454,2013-02-20 22:00,12.7
22454,2013-02-20 23:00,12.6
22454,2013-02-21 0:00,12.4
22454,2013-02-21 1:00,12.3
22454,2013-02-21 5:00,12.3
22454,2013-02-21 6:00,12.8
22454,2013-02-21 15:00,12.8
22454,2013-02-21 19:00,12.6
22454,2013-02-21 20:00,12.6
22454,2013-02-22 6:00,12.5
22454,2013-02-22 10:00,12.5
22454,2013-02-22 21:00,12.3
22454,2013-02-23 10:00,12.4
22454,2013-02-23 11:00,12.5
22454,2013-02-23 12:00,12.6
22454,2013-02-23 13:00,12.6
22454,2013-02-23 14:00,12.6
22454,2013-02-23 18:00,12.5
22454,2013-02-23 20:00,12.7
22454,2013-02-23 22:00,12.9
22454,2013-02-24 2:00,12.5
22454,2013-02-24 3:00,12.9
22454,2013-02-24 4:00,12.6
22454,2013-02-24 5:00,12.6
22454,2013-02-24 7:00,12.5
22454,2013-02-24 10:00,12.4
22454,2013-02-24 22:00,12.7
22454,2013-02-25 8:00,12.5
22454,2013-02-25 9:00,12.8
22454,2013-02-25 10:00,12.7
22454,2013-02-25 11:00,12.6
22454,2013-02-25 12:00,12.7
22454,2013-02-25 13:00,12.7
22454,2013-02-25 18:00,12.3
22454,2013-02-26 4:00,12.8
22454,2013-02-26 10:00,12.5
22454,2013-02-26 18:00,13
22454,2013-02-26 19:00,13
22454,2013-02-26 20:00,13
22454,2013-02-28 1:00,12.5
22454,2013-02-28 3:00,12.4
22454,2013-02-28 4:00,12.4
22454,2013-02-28 5:00,12.4
22454,2013-03-01 21:00,12.4
22454,2013-03-02 5:00,12
22454,2013-03-02 6:00,12
22454,2013-03-02 7:00,12
22454,2013-03-02 8:00,12
22454,2013-03-03 1:00,12.5
22454,2013-03-03 2:00,12.4
22454,2013-03-03 3:00,12.2
22454,2013-03-03 5:00,12
22454,2013-03-03 6:00,11.9
22454,2013-03-03 22:00,12.5
22454,2013-03-04 0:00,12.2
22454,2013-03-04 6:00,11.7
22454,2013-03-04 9:00,12.1
22454,2013-03-05 4:00,12.7
22454,2013-03-05 15:00,12.9
22454,2013-03-05 22:00,12.7
22454,2013-03-06 4:00,12.7
22454,2013-03-06 5:00,12.6
22454,2013-03-06 6:00,12.5
22454,2013-03-06 7:00,12.5
22454,2013-03-06 10:00,12.3
22454,2013-03-06 14:00,12.3
22454,2013-03-06 21:00,12
22454,2013-03-06 22:00,11.9
22454,2013-03-06 23:00,11.9
22454,2013-03-07 0:00,12.8
22454,2013-03-07 4:00,12.1
22454,2013-03-08 1:00,13.1
22454,2013-03-08 13:00,12.2
22454,2013-03-09 0:00,11.9
22454,2013-03-09 1:00,13.7
22454,2013-03-09 2:00,13.2
22454,2013-03-09 3:00,12.3
22454,2013-03-09 4:00,12.5
22454,2013-03-09 21:00,12.1
22454,2013-03-09 22:00,12.1
22454,2013-03-10 20:00,12.1
22454,2013-03-10 21:00,12
22454,2013-03-11 4:00,12.3
22454,2013-03-11 5:00,12.2
22454,2013-03-11 11:00,12.2
22454,2013-03-11 21:00,12.3
22454,2013-03-11 22:00,12.1
22454,2013-03-11 23:00,12.2
22454,2013-03-12 0:00,11.9
22454,2013-03-12 2:00,11.8
22454,2013-03-12 3:00,11.8
22454,2013-03-12 5:00,11.9
22454,2013-03-12 6:00,11.9
22454,2013-03-13 18:00,11.9
22454,2013-03-14 4:00,11.9
22454,2013-03-14 5:00,11.9
22454,2013-03-14 13:00,12.1
22454,2013-03-14 18:00,11.9
22454,2013-03-14 19:00,12
22454,2013-03-14 20:00,12.4
22454,2013-03-14 21:00,12.2
22454,2013-03-15 0:00,12
22454,2013-03-15 11:00,12.5
22454,2013-03-15 19:00,11.7
22454,2013-03-15 20:00,11.7
22454,2013-03-16 23:00,12.3
22454,2013-03-17 4:00,11.6
22454,2013-03-17 5:00,11.6
22454,2013-03-17 16:00,11.8
22454,2013-03-17 17:00,11.8
22454,2013-03-17 23:00,12
22454,2013-03-18 12:00,12.4
22454,2013-03-19 8:00,13.1
22454,2013-03-20 20:00,12.7
22454,2013-03-20 21:00,12.8
22454,2013-03-21 23:00,12.2
22454,2013-03-22 0:00,13.2
22454,2013-03-22 1:00,13.8
22454,2013-03-22 3:00,12.5
22454,2013-03-22 13:00,12.5
22454,2013-03-22 14:00,12.5
22454,2013-03-22 15:00,12.6
22454,2013-03-22 16:00,12.5
22454,2013-03-22 17:00,12.5
22454,2013-03-22 20:00,12.3
22454,2013-03-22 22:00,15.1
22454,2013-03-22 23:00,14.7
22454,2013-03-23 0:00,13.4
22454,2013-03-23 6:00,12.2
22454,2013-03-23 7:00,12.5
22454,2013-03-23 8:00,12.3
22454,2013-03-23 9:00,12.4
22454,2013-03-23 23:00,12.9
22454,2013-03-24 0:00,12.8
22454,2013-03-24 1:00,12.7
22454,2013-03-24 2:00,13.8
22454,2013-03-24 3:00,13.7
22454,2013-03-24 6:00,12.9
22454,2013-03-25 2:00,12.4
22454,2013-03-25 3:00,12.4
22454,2013-03-26 4:00,12.8
22454,2013-03-26 20:00,13
22454,2013-03-26 21:00,12.9
22454,2013-03-26 22:00,12.7
22454,2013-03-26 23:00,12.6
22454,2013-03-27 0:00,12.5
22454,2013-03-27 2:00,12.6
22454,2013-03-28 1:00,12.2
22454,2013-03-28 11:00,13.1
22454,2013-03-28 16:00,13
22454,2013-03-29 2:00,12.2
22454,2013-03-29 3:00,12.1
22454,2013-03-29 4:00,12.5
22454,2013-03-29 5:00,12.3
22454,2013-03-29 6:00,12.3
22454,2013-03-29 23:00,13.3
22454,2013-03-30 17:00,13.6
22454,2013-03-30 23:00,14.1
22454,2013-04-01 3:00,13.5
22454,2013-04-01 4:00,13.2
22454,2013-04-02 4:00,14.1
22454,2013-04-03 7:00,13.2
22454,2013-04-03 8:00,13.1
22454,2013-04-03 9:00,13.1
22454,2013-04-03 10:00,15.4
22454,2013-04-03 12:00,15
22454,2013-04-04 12:00,13
22454,2013-04-04 13:00,12.9
22454,2013-04-04 14:00,12.9
22454,2013-04-05 2:00,13.4
22454,2013-04-06 14:00,13.4
