지점,일시,풍속(m/s),풍향(deg),현지기압(hPa),습도(%),기온(°C),수온(°C)
22191,2019-11-06 05:00:00,6.1,335.0,1019.3,72.0,14.2,17.8
22191,2019-11-06 06:00:00,5.5,342.0,1019.3,67.0,14.3,17.8
22191,2019-11-06 07:00:00,4.4,271.0,1019.3,67.0,14.4,17.7
22191,2019-11-06 08:00:00,3.6,245.0,1019.2,62.0,14.5,17.7
22191,2019-11-06 09:00:00,2.7,296.0,1019.3,64.0,14.8,17.6
22191,2019-11-06 10:00:00,2.1,298.0,1019.1,63.0,14.9,17.6
22191,2019-11-06 11:00:00,1.8,294.0,1019.0,64.0,15.0,17.7
22191,2019-11-06 12:00:00,1.4,305.0,1018.4,64.0,14.9,17.7
22191,2019-11-06 13:00:00,3.2,334.0,1017.8,65.0,14.8,17.8
22191,2019-11-06 14:00:00,3.7,327.0,1017.1,65.0,14.9,17.9
22191,2019-11-06 15:00:00,3.4,323.0,1016.8,65.0,14.9,17.9
22191,2019-11-06 16:00:00,2.9,321.0,1016.7,65.0,15.0,17.9
22191,2019-11-06 17:00:00,3.7,317.0,1016.5,62.0,15.0,17.8
22191,2019-11-06 18:00:00,3.3,306.0,1016.7,60.0,15.0,17.7
22191,2019-11-06 19:00:00,4.0,315.0,1017.0,62.0,15.0,17.6
22191,2019-11-06 20:00:00,4.1,322.0,1017.2,61.0,15.0,17.6
22191,2019-11-06 21:00:00,4.5,313.0,1017.5,58.0,15.1,17.6
22191,2019-11-06 22:00:00,4.0,310.0,1017.8,60.0,15.1,17.6
22191,2019-11-06 23:00:00,4.1,334.0,1017.7,58.0,15.2,17.6
22191,2019-11-07 00:00:00,5.2,276.0,1017.2,59.0,15.2,17.6
22191,2019-11-07 01:00:00,6.1,157.0,1017.2,61.0,15.2,17.6
22191,2019-11-07 02:00:00,7.1,22.0,1017.5,62.0,15.0,17.6
22191,2019-11-07 03:00:00,7.2,146.0,1017.7,56.0,14.8,17.5
22191,2019-11-07 04:00:00,7.8,165.0,1017.7,57.0,14.6,17.6
22191,2019-11-07 05:00:00,7.7,64.0,1017.9,63.0,14.4,17.6
22191,2019-11-07 06:00:00,8.7,97.0,1018.1,66.0,14.6,17.6
22191,2019-11-07 07:00:00,10.2,21.0,1018.4,69.0,14.5,17.6
22191,2019-11-07 08:00:00,12.2,40.0,1019.4,66.0,13.6,17.6
22191,2019-11-07 09:00:00,12.1,15.0,1020.6,60.0,13.2,17.6
22191,2019-11-07 10:00:00,12.2,38.0,1021.2,62.0,12.6,17.6
22191,2019-11-07 11:00:00,12.6,24.0,1021.6,60.0,12.0,17.6
22191,2019-11-07 12:00:00,12.7,23.0,1021.4,62.0,11.5,17.6
22191,2019-11-07 13:00:00,12.7,24.0,1021.3,61.0,11.1,17.6
22191,2019-11-07 14:00:00,12.0,30.0,1021.0,61.0,10.7,17.6
22191,2019-11-07 15:00:00,12.4,60.0,1020.9,61.0,10.4,17.5
22191,2019-11-07 16:00:00,12.3,56.0,1021.2,62.0,10.2,17.5
22191,2019-11-07 17:00:00,12.2,176.0,1021.6,62.0,10.1,17.5
22191,2019-11-07 18:00:00,11.2,308.0,1021.8,63.0,10.1,17.5
22191,2019-11-07 19:00:00,12.0,295.0,1022.3,63.0,10.1,17.5
22191,2019-11-07 20:00:00,12.3,244.0,1022.5,66.0,10.3,17.3
22191,2019-11-07 21:00:00,12.0,280.0,1022.8,61.0,10.5,17.3
22191,2019-11-07 22:00:00,11.5,252.0,1023.0,62.0,10.5,17.3
22191,2019-11-07 23:00:00,11.6,117.0,1022.7,63.0,10.7,17.2
22191,2019-11-08 00:00:00,11.1,88.0,1022.3,60.0,10.8,17.2
22191,2019-11-08 01:00:00,10.6,78.0,1022.4,62.0,10.8,17.2
22191,2019-11-08 02:00:00,10.1,57.0,1022.6,62.0,10.9,17.2
22191,2019-11-08 03:00:00,10.2,77.0,1022.7,60.0,10.9,17.2
22191,2019-11-08 04:00:00,9.9,42.0,1022.7,62.0,11.0,17.2
22191,2019-11-08 05:00:00,9.9,24.0,1022.4,60.0,10.8,17.1
22191,2019-11-08 06:00:00,9.7,26.0,1022.8,61.0,10.6,17.1
22191,2019-11-08 07:00:00,9.1,35.0,1023.3,59.0,10.8,17.1
22191,2019-11-08 08:00:00,9.1,26.0,1023.6,56.0,10.9,17.1
22191,2019-11-08 09:00:00,8.4,41.0,1024.2,51.0,11.2,17.1
22191,2019-11-08 10:00:00,8.7,30.0,1024.3,52.0,11.6,17.1
22191,2019-11-08 11:00:00,8.7,18.0,1024.4,54.0,11.8,17.1
22191,2019-11-08 12:00:00,8.2,25.0,1024.2,57.0,12.0,17.1
22191,2019-11-08 13:00:00,7.6,32.0,1023.6,56.0,12.0,17.1
22191,2019-11-08 14:00:00,7.6,27.0,1023.1,50.0,12.1,17.1
22191,2019-11-08 15:00:00,8.3,31.0,1022.9,54.0,12.0,17.0
22191,2019-11-08 16:00:00,7.4,25.0,1023.0,53.0,12.0,17.0
22191,2019-11-08 17:00:00,7.9,83.0,1022.9,55.0,12.3,17.0
22191,2019-11-08 18:00:00,8.4,205.0,1023.0,62.0,12.4,17.0
22191,2019-11-08 19:00:00,9.2,196.0,1023.0,62.0,12.8,17.0
22191,2019-11-08 20:00:00,7.7,300.0,1023.1,64.0,13.2,17.1
22191,2019-11-08 21:00:00,7.1,200.0,1023.3,63.0,13.6,17.1
22191,2019-11-08 22:00:00,7.8,290.0,1023.5,63.0,13.7,17.1
22191,2019-11-08 23:00:00,6.7,336.0,1023.5,65.0,13.8,17.2
22191,2019-11-09 00:00:00,6.9,317.0,1023.1,63.0,13.8,17.1
22191,2019-11-09 01:00:00,7.0,318.0,1023.3,61.0,13.8,17.1
22191,2019-11-09 02:00:00,7.6,335.0,1023.3,62.0,13.8,17.1
22191,2019-11-09 03:00:00,6.2,269.0,1023.4,59.0,13.8,17.1
22191,2019-11-09 04:00:00,6.0,331.0,1023.2,62.0,13.6,17.1
22191,2019-11-09 05:00:00,4.9,331.0,1023.3,58.0,13.6,17.0
22191,2019-11-09 06:00:00,6.0,331.0,1023.4,63.0,13.6,17.0
22191,2019-11-09 07:00:00,4.9,329.0,1023.4,62.0,13.7,17.1
22191,2019-11-09 08:00:00,4.3,324.0,1023.7,62.0,13.7,17.1
22191,2019-11-09 09:00:00,4.1,333.0,1024.1,65.0,13.7,17.1
22191,2019-11-09 10:00:00,3.4,280.0,1024.1,63.0,13.9,17.1
22191,2019-11-09 11:00:00,3.1,315.0,1024.1,66.0,13.9,17.1
22191,2019-11-09 12:00:00,3.6,326.0,1023.4,67.0,14.0,17.2
22191,2019-11-09 13:00:00,3.5,328.0,1022.4,69.0,14.2,17.3
22191,2019-11-09 14:00:00,4.2,314.0,1022.1,67.0,14.2,17.3
22191,2019-11-09 15:00:00,3.4,315.0,1021.9,66.0,14.2,17.3
22191,2019-11-09 16:00:00,3.7,328.0,1021.8,66.0,14.3,17.3
22191,2019-11-09 17:00:00,2.1,326.0,1021.4,65.0,14.3,17.2
22191,2019-11-09 18:00:00,1.8,315.0,1021.4,64.0,14.2,17.2
22191,2019-11-09 19:00:00,2.0,322.0,1021.7,64.0,14.2,17.2
22191,2019-11-09 20:00:00,1.1,314.0,1021.8,62.0,14.2,17.2
22191,2019-11-09 21:00:00,0.8,306.0,1021.4,62.0,14.2,17.2
22191,2019-11-09 22:00:00,2.3,234.0,1021.0,62.0,14.2,17.1
22191,2019-11-09 23:00:00,1.8,210.0,1020.3,63.0,14.2,17.1
22191,2019-11-10 00:00:00,2.8,223.0,1019.6,63.0,14.0,17.1
22191,2019-11-10 01:00:00,3.7,221.0,1019.1,63.0,14.0,17.1
22191,2019-11-10 02:00:00,4.3,218.0,1018.2,64.0,13.9,17.2
22191,2019-11-10 03:00:00,5.4,217.0,1017.5,65.0,14.0,17.2
22191,2019-11-10 04:00:00,5.8,212.0,1016.3,67.0,14.2,17.1
22191,2019-11-10 05:00:00,6.3,241.0,1016.2,66.0,14.2,17.1
22191,2019-11-10 06:00:00,4.7,229.0,1015.6,67.0,14.3,17.1
22191,2019-11-10 07:00:00,6.6,195.0,1014.6,70.0,14.5,17.1
22191,2019-11-10 08:00:00,7.6,196.0,1014.3,71.0,14.9,17.1
22191,2019-11-10 09:00:00,8.7,203.0,1013.4,72.0,15.5,17.1
22191,2019-11-10 10:00:00,10.6,189.0,1011.3,71.0,15.8,17.1
22191,2019-11-10 11:00:00,11.7,207.0,1010.5,69.0,16.1,17.1
22191,2019-11-10 12:00:00,12.9,208.0,1008.7,69.0,16.3,17.1
22191,2019-11-10 13:00:00,13.0,218.0,1007.3,70.0,16.5,17.0
22191,2019-11-10 14:00:00,13.1,216.0,1005.2,73.0,16.3,17.0
22191,2019-11-10 15:00:00,12.7,224.0,1004.1,83.0,12.5,17.0
22191,2019-11-10 16:00:00,14.1,300.0,1004.3,74.0,13.6,17.0
22191,2019-11-10 17:00:00,10.4,297.0,1004.7,63.0,14.4,17.0
22191,2019-11-10 18:00:00,17.0,303.0,1004.3,57.0,14.3,17.0
22191,2019-11-10 19:00:00,15.5,293.0,1005.1,59.0,14.1,17.0
22191,2019-11-10 20:00:00,16.1,296.0,1005.6,64.0,13.2,16.9
22191,2019-11-10 21:00:00,14.2,301.0,1006.4,65.0,13.0,16.9
22191,2019-11-10 22:00:00,12.9,299.0,1007.4,65.0,13.0,16.9
22191,2019-11-10 23:00:00,12.6,296.0,1007.6,64.0,13.3,16.8
22191,2019-11-11 00:00:00,11.6,305.0,1007.5,65.0,13.4,16.8
22191,2019-11-11 01:00:00,11.6,322.0,1007.9,68.0,13.7,16.8
22191,2019-11-11 02:00:00,11.3,332.0,1008.2,71.0,13.4,16.8
22191,2019-11-11 03:00:00,9.5,327.0,1008.6,73.0,13.4,16.8
22191,2019-11-11 04:00:00,12.1,329.0,1008.7,75.0,14.2,16.8
22191,2019-11-11 05:00:00,12.2,329.0,1008.9,76.0,14.7,16.7
22191,2019-11-11 06:00:00,11.9,331.0,1009.5,75.0,14.8,16.7
22191,2019-11-11 07:00:00,11.7,331.0,1009.9,76.0,14.7,16.7
22191,2019-11-11 08:00:00,12.1,333.0,1010.9,73.0,14.9,16.7
22191,2019-11-11 09:00:00,12.1,337.0,1012.3,65.0,14.6,16.7
22191,2019-11-11 10:00:00,10.2,339.0,1013.4,66.0,14.6,16.8
22191,2019-11-11 11:00:00,8.7,325.0,1014.0,65.0,14.5,16.8
22191,2019-11-11 12:00:00,9.3,326.0,1014.3,66.0,14.4,16.8
22191,2019-11-11 13:00:00,9.5,323.0,1014.3,64.0,14.5,16.8
22191,2019-11-11 14:00:00,9.7,330.0,1014.1,62.0,14.6,16.8
22191,2019-11-11 15:00:00,9.9,339.0,1014.5,63.0,14.5,16.7
22191,2019-11-11 16:00:00,9.0,342.0,1015.0,64.0,14.6,16.7
22191,2019-11-11 17:00:00,9.4,333.0,1016.0,60.0,14.4,16.7
22191,2019-11-11 18:00:00,8.6,296.0,1016.6,58.0,14.2,16.7
22191,2019-11-11 19:00:00,8.1,297.0,1017.6,60.0,14.0,16.7
22191,2019-11-11 20:00:00,8.2,250.0,1017.9,57.0,13.8,16.7
22191,2019-11-11 21:00:00,8.0,88.0,1018.3,58.0,13.8,16.7
22191,2019-11-11 22:00:00,6.1,198.0,1019.0,60.0,13.8,16.7
22191,2019-11-11 23:00:00,5.4,134.0,1019.3,60.0,13.8,16.7
22191,2019-11-12 00:00:00,5.4,323.0,1019.7,61.0,13.9,16.6
22191,2019-11-12 01:00:00,5.3,235.0,1019.8,60.0,14.0,16.7
22191,2019-11-12 02:00:00,4.7,300.0,1020.0,62.0,14.1,
22191,2019-11-12 03:00:00,4.3,303.0,1020.3,64.0,14.2,16.7
22191,2019-11-12 04:00:00,3.6,171.0,1020.2,61.0,14.0,16.7
22191,2019-11-12 05:00:00,5.5,39.0,1019.5,61.0,14.0,16.6
22191,2019-11-12 06:00:00,4.0,42.0,1020.5,60.0,14.1,16.6
22191,2019-11-12 07:00:00,3.7,39.0,1021.0,59.0,14.0,16.6
22191,2019-11-12 08:00:00,3.1,34.0,1021.5,58.0,14.1,16.6
22191,2019-11-12 09:00:00,1.4,69.0,1021.8,56.0,14.3,16.6
22191,2019-11-12 10:00:00,2.7,77.0,1021.6,58.0,14.4,16.7
22191,2019-11-12 11:00:00,1.2,197.0,1022.5,56.0,14.8,16.7
22191,2019-11-12 12:00:00,1.8,201.0,1021.8,57.0,15.0,16.8
22191,2019-11-12 13:00:00,2.8,216.0,1021.4,57.0,14.7,16.8
22191,2019-11-12 14:00:00,2.1,234.0,1020.6,58.0,14.7,16.8
22191,2019-11-12 15:00:00,1.3,226.0,1020.0,57.0,15.2,16.8
22191,2019-11-12 16:00:00,1.1,260.0,1020.3,60.0,15.4,16.8
22191,2019-11-12 17:00:00,1.7,215.0,1020.3,62.0,15.0,16.7
22191,2019-11-12 18:00:00,1.7,192.0,1020.5,61.0,14.9,16.6
22191,2019-11-12 19:00:00,1.9,158.0,1021.1,63.0,14.9,16.6
22191,2019-11-12 20:00:00,3.8,201.0,1021.2,62.0,15.0,16.6
22191,2019-11-12 21:00:00,4.0,203.0,1021.2,63.0,15.1,16.6
22191,2019-11-12 22:00:00,4.9,214.0,1021.4,66.0,15.2,16.6
22191,2019-11-12 23:00:00,4.7,218.0,1021.4,67.0,15.4,16.6
22191,2019-11-13 00:00:00,4.9,220.0,1020.8,67.0,15.5,16.6
22191,2019-11-13 01:00:00,4.7,215.0,1020.7,70.0,15.6,16.6
22191,2019-11-13 02:00:00,5.8,205.0,1020.1,69.0,15.7,16.6
22191,2019-11-13 03:00:00,5.9,198.0,1019.3,70.0,15.6,16.6
22191,2019-11-13 04:00:00,5.1,208.0,1019.5,69.0,15.7,16.5
22191,2019-11-13 05:00:00,6.2,218.0,1018.7,70.0,15.8,16.5
22191,2019-11-13 06:00:00,8.0,230.0,1019.3,72.0,16.0,16.5
22191,2019-11-13 07:00:00,6.8,243.0,1019.5,76.0,16.3,16.5
22191,2019-11-13 08:00:00,6.3,251.0,1019.5,79.0,16.0,16.5
22191,2019-11-13 09:00:00,5.9,252.0,1018.8,73.0,15.8,16.6
22191,2019-11-13 10:00:00,6.5,282.0,1018.8,78.0,14.8,16.5
22191,2019-11-13 11:00:00,8.3,268.0,1018.5,84.0,14.6,16.6
22191,2019-11-13 12:00:00,7.5,247.0,1017.0,87.0,14.4,16.6
22191,2019-11-13 13:00:00,9.0,252.0,1015.5,85.0,14.5,16.5
22191,2019-11-13 14:00:00,11.6,302.0,1015.0,76.0,15.6,16.6
22191,2019-11-13 15:00:00,11.1,303.0,1014.4,75.0,15.5,16.5
22191,2019-11-13 16:00:00,15.5,32.0,1014.8,83.0,12.7,16.5
22191,2019-11-13 17:00:00,13.6,24.0,1016.6,78.0,11.4,16.5
22191,2019-11-13 18:00:00,12.2,26.0,1017.9,72.0,11.1,16.5
22191,2019-11-13 19:00:00,11.8,25.0,1019.6,66.0,10.9,16.5
22191,2019-11-13 20:00:00,10.4,114.0,1020.7,66.0,10.9,16.5
22191,2019-11-13 21:00:00,11.8,341.0,1021.4,60.0,11.3,16.5
22191,2019-11-13 22:00:00,11.5,334.0,1022.2,62.0,10.8,16.4
22191,2019-11-13 23:00:00,11.8,314.0,1023.0,70.0,9.8,16.4
22191,2019-11-14 00:00:00,12.5,275.0,1023.8,64.0,9.3,16.3
22191,2019-11-14 01:00:00,13.4,135.0,1024.8,69.0,8.6,16.3
22191,2019-11-14 02:00:00,12.9,138.0,1025.2,61.0,8.1,16.3
22191,2019-11-14 03:00:00,12.7,177.0,1025.6,58.0,7.7,16.3
22191,2019-11-14 04:00:00,10.5,231.0,1025.9,55.0,7.3,16.3
22191,2019-11-14 05:00:00,9.1,141.0,1026.3,52.0,7.4,16.3
22191,2019-11-14 06:00:00,10.2,178.0,1026.5,44.0,7.5,16.2
22191,2019-11-14 07:00:00,7.8,188.0,1026.7,47.0,7.1,16.2
22191,2019-11-14 08:00:00,7.6,199.0,1026.9,46.0,7.0,16.2
22191,2019-11-14 09:00:00,6.0,83.0,1027.2,45.0,7.0,16.2
22191,2019-11-14 10:00:00,5.5,75.0,1027.5,45.0,7.2,16.1
22191,2019-11-14 11:00:00,3.7,73.0,1027.1,46.0,7.2,16.1
22191,2019-11-14 12:00:00,3.7,48.0,1026.1,46.0,7.4,16.2
22191,2019-11-14 13:00:00,2.4,65.0,1025.0,46.0,7.7,16.2
22191,2019-11-14 14:00:00,3.0,91.0,1023.8,47.0,7.6,16.2
22191,2019-11-14 15:00:00,2.9,130.0,1022.7,46.0,7.9,16.2
22191,2019-11-14 16:00:00,4.4,145.0,1022.2,50.0,8.1,16.2
22191,2019-11-14 17:00:00,4.6,175.0,1022.4,51.0,8.4,16.2
22191,2019-11-14 18:00:00,6.8,188.0,1022.0,53.0,8.8,16.2
22191,2019-11-14 19:00:00,7.9,197.0,1021.7,54.0,9.5,16.2
22191,2019-11-14 20:00:00,10.7,205.0,1020.9,57.0,10.1,16.2
22191,2019-11-14 21:00:00,11.7,216.0,1020.6,59.0,10.9,16.2
22191,2019-11-14 22:00:00,11.8,218.0,1020.7,61.0,11.6,16.2
22191,2019-11-14 23:00:00,11.7,222.0,1020.8,62.0,12.3,16.1
22191,2019-11-15 00:00:00,11.9,222.0,1020.0,64.0,12.9,16.1
22191,2019-11-15 01:00:00,12.6,223.0,1019.0,64.0,13.6,16.1
22191,2019-11-15 02:00:00,13.0,221.0,1018.3,67.0,14.2,16.0
22191,2019-11-15 03:00:00,12.6,232.0,1018.1,66.0,14.8,16.0
22191,2019-11-15 04:00:00,11.5,240.0,1017.7,66.0,15.2,16.0
22191,2019-11-15 05:00:00,11.2,238.0,1017.3,65.0,15.4,15.9
22191,2019-11-15 06:00:00,11.9,251.0,1017.0,65.0,15.6,16.0
22191,2019-11-15 07:00:00,11.9,246.0,1017.0,66.0,15.6,15.9
22191,2019-11-15 08:00:00,11.3,243.0,1017.5,66.0,15.6,15.9
22191,2019-11-15 09:00:00,10.0,241.0,1017.9,66.0,15.8,15.8
22191,2019-11-15 10:00:00,8.6,242.0,1017.9,68.0,15.9,15.7
22191,2019-11-15 11:00:00,8.7,239.0,1017.8,70.0,16.0,15.7
22191,2019-11-15 12:00:00,7.4,240.0,1017.4,73.0,16.2,15.7
22191,2019-11-15 13:00:00,7.5,242.0,1016.9,73.0,16.3,15.8
22191,2019-11-15 14:00:00,7.7,247.0,1015.9,75.0,16.4,15.8
22191,2019-11-15 15:00:00,5.8,249.0,1015.7,75.0,16.4,15.9
22191,2019-11-15 16:00:00,5.9,245.0,1015.8,78.0,16.4,15.9
22191,2019-11-15 17:00:00,6.9,242.0,1015.6,78.0,16.3,15.9
22191,2019-11-15 18:00:00,4.4,272.0,1015.7,79.0,16.2,15.9
22191,2019-11-15 19:00:00,4.1,57.0,1016.1,84.0,14.6,15.8
22191,2019-11-15 20:00:00,3.8,59.0,1016.5,81.0,14.9,16.0
22191,2019-11-15 21:00:00,2.7,61.0,1017.0,81.0,15.0,16.0
22191,2019-11-15 22:00:00,1.5,66.0,1017.3,81.0,15.1,16.0
22191,2019-11-15 23:00:00,0.7,128.0,1017.7,79.0,15.2,16.0
22191,2019-11-16 00:00:00,1.9,46.0,1017.7,81.0,15.2,15.8
22191,2019-11-16 01:00:00,2.6,45.0,1017.5,82.0,15.1,15.8
22191,2019-11-16 02:00:00,2.9,42.0,1017.7,81.0,15.1,15.8
22191,2019-11-16 03:00:00,3.4,79.0,1017.4,83.0,15.0,15.8
22191,2019-11-16 04:00:00,1.0,98.0,1017.6,79.0,15.1,15.8
22191,2019-11-16 05:00:00,1.9,73.0,1017.7,82.0,15.0,15.8
22191,2019-11-16 06:00:00,2.9,73.0,1017.6,81.0,14.7,15.8
22191,2019-11-16 07:00:00,2.8,81.0,1018.4,81.0,14.8,15.8
22191,2019-11-16 08:00:00,3.7,87.0,1018.8,80.0,14.7,15.8
22191,2019-11-16 09:00:00,4.6,67.0,1019.2,81.0,14.7,15.8
22191,2019-11-16 10:00:00,4.7,80.0,1019.5,79.0,14.6,15.8
22191,2019-11-16 11:00:00,4.7,76.0,1020.1,78.0,14.7,15.8
22191,2019-11-16 12:00:00,5.2,69.0,1020.0,78.0,14.6,15.8
22191,2019-11-16 13:00:00,6.6,75.0,1019.2,78.0,14.5,15.8
22191,2019-11-16 14:00:00,6.1,87.0,1018.8,78.0,14.5,15.8
22191,2019-11-16 15:00:00,6.5,100.0,1018.4,78.0,14.4,15.8
22191,2019-11-16 16:00:00,6.1,116.0,1018.4,79.0,14.6,15.8
22191,2019-11-16 17:00:00,6.5,116.0,1018.5,81.0,14.7,15.8
22191,2019-11-16 18:00:00,6.8,119.0,1018.9,82.0,14.8,15.8
22191,2019-11-16 19:00:00,7.2,122.0,1019.6,83.0,14.8,15.8
22191,2019-11-16 20:00:00,6.8,124.0,1019.8,84.0,14.8,15.8
22191,2019-11-16 21:00:00,6.8,129.0,1020.1,85.0,15.0,15.8
22191,2019-11-16 22:00:00,6.5,123.0,1020.2,86.0,15.3,15.8
22191,2019-11-16 23:00:00,7.0,113.0,1020.0,87.0,15.4,15.9
22191,2019-11-17 00:00:00,7.1,119.0,1019.1,90.0,15.6,15.8
22191,2019-11-17 01:00:00,7.6,127.0,1018.6,92.0,15.7,15.8
22191,2019-11-17 02:00:00,5.5,127.0,1019.1,93.0,15.9,15.8
22191,2019-11-17 03:00:00,5.9,126.0,1018.9,93.0,16.0,15.8
22191,2019-11-17 04:00:00,7.3,135.0,1017.7,93.0,16.0,15.8
22191,2019-11-17 05:00:00,7.6,143.0,1017.0,91.0,16.0,15.8
22191,2019-11-17 06:00:00,6.7,145.0,1017.2,91.0,16.2,15.8
22191,2019-11-17 07:00:00,7.4,140.0,1016.3,92.0,16.2,15.8
22191,2019-11-17 08:00:00,6.7,143.0,1016.3,92.0,16.2,15.8
22191,2019-11-17 09:00:00,8.0,157.0,1015.9,92.0,16.2,15.8
22191,2019-11-17 10:00:00,8.5,195.0,1016.0,94.0,16.0,15.8
22191,2019-11-17 11:00:00,5.0,224.0,1015.9,92.0,14.8,15.8
22191,2019-11-17 12:00:00,4.8,168.0,1014.9,95.0,14.7,15.8
22191,2019-11-17 13:00:00,0.8,133.0,1014.1,95.0,14.9,15.8
22191,2019-11-17 14:00:00,1.7,137.0,1012.9,97.0,14.7,15.8
22191,2019-11-17 15:00:00,1.6,145.0,1012.4,97.0,15.0,15.8
22191,2019-11-17 16:00:00,3.5,321.0,1012.9,97.0,15.1,15.8
22191,2019-11-17 17:00:00,2.8,309.0,1013.3,97.0,14.5,15.7
22191,2019-11-17 18:00:00,3.7,320.0,1013.1,97.0,14.5,15.7
22191,2019-11-17 19:00:00,3.6,294.0,1013.2,91.0,15.0,15.7
22191,2019-11-17 20:00:00,5.7,282.0,1013.0,88.0,15.3,15.7
22191,2019-11-17 21:00:00,8.7,306.0,1013.1,88.0,15.5,15.7
22191,2019-11-17 22:00:00,12.6,312.0,1013.7,85.0,15.3,15.8
22191,2019-11-17 23:00:00,12.9,316.0,1014.4,79.0,15.1,15.8
22191,2019-11-18 00:00:00,18.2,339.0,1014.8,77.0,12.9,15.7
22191,2019-11-18 01:00:00,15.9,335.0,1016.6,85.0,12.1,15.7
22191,2019-11-18 02:00:00,14.1,333.0,1016.5,82.0,12.4,15.7
22191,2019-11-18 03:00:00,12.4,329.0,1016.6,68.0,12.6,15.7
22191,2019-11-18 04:00:00,14.8,324.0,1016.6,70.0,12.7,15.6
22191,2019-11-18 05:00:00,18.3,333.0,1016.9,83.0,10.3,15.5
22191,2019-11-18 06:00:00,15.1,171.0,1019.3,71.0,9.1,15.5
22191,2019-11-18 07:00:00,12.9,133.0,1020.7,66.0,9.0,15.5
22191,2019-11-18 08:00:00,12.4,37.0,1021.0,62.0,9.1,15.5
22191,2019-11-18 09:00:00,11.3,27.0,1022.2,65.0,8.6,15.6
22191,2019-11-18 10:00:00,11.1,20.0,1023.0,63.0,8.0,15.6
22191,2019-11-18 11:00:00,11.0,53.0,1023.2,65.0,7.6,15.6
22191,2019-11-18 12:00:00,10.5,93.0,1023.1,69.0,7.0,15.6
22191,2019-11-18 13:00:00,11.1,158.0,1022.3,71.0,6.9,15.6
22191,2019-11-18 14:00:00,9.8,337.0,1022.6,67.0,6.8,15.6
22191,2019-11-18 15:00:00,10.2,331.0,1022.8,67.0,6.7,15.5
22191,2019-11-18 16:00:00,9.2,329.0,1023.5,66.0,6.8,15.5
22191,2019-11-18 17:00:00,10.5,326.0,1023.2,63.0,7.0,15.5
22191,2019-11-18 18:00:00,11.9,328.0,1023.2,55.0,7.4,15.5
22191,2019-11-18 19:00:00,9.4,328.0,1023.8,55.0,7.2,15.5
22191,2019-11-18 20:00:00,10.5,316.0,1023.9,54.0,7.3,15.5
22191,2019-11-18 21:00:00,11.1,327.0,1024.3,56.0,7.1,15.4
22191,2019-11-18 22:00:00,11.4,333.0,1025.0,58.0,6.4,15.4
22191,2019-11-18 23:00:00,11.2,339.0,1025.3,57.0,6.0,15.3
22191,2019-11-19 00:00:00,11.5,337.0,1025.3,58.0,6.1,15.4
22191,2019-11-19 01:00:00,11.2,327.0,1025.4,56.0,5.9,15.4
22191,2019-11-19 02:00:00,10.3,328.0,1025.3,58.0,6.0,15.3
22191,2019-11-19 03:00:00,12.0,326.0,1025.3,59.0,6.6,15.3
22191,2019-11-19 04:00:00,13.1,328.0,1025.0,58.0,6.8,15.3
22191,2019-11-19 05:00:00,12.4,332.0,1024.8,60.0,6.5,15.3
